images,masks
data/human_segmentation_kaggle/images/ds6_pexels-photo-669595.png,data/human_segmentation_kaggle/masks/ds6_pexels-photo-669595.png
data/human_segmentation_kaggle/images/ds6_pexels-photo-769730.png,data/human_segmentation_kaggle/masks/ds6_pexels-photo-769730.png
data/human_segmentation_kaggle/images/ds8_pexels-photo-28054.png,data/human_segmentation_kaggle/masks/ds8_pexels-photo-28054.png
data/human_segmentation_kaggle/images/ds5_smog-stopsmog-air-pollution-mask-antysmogowa-161670.png,data/human_segmentation_kaggle/masks/ds5_smog-stopsmog-air-pollution-mask-antysmogowa-161670.png
data/human_segmentation_kaggle/images/ds8_woman-girl-shooting-photography.png,data/human_segmentation_kaggle/masks/ds8_woman-girl-shooting-photography.png
data/human_segmentation_kaggle/images/ds6_pexels-photo-730017.png,data/human_segmentation_kaggle/masks/ds6_pexels-photo-730017.png
data/human_segmentation_kaggle/images/ds8_pexels-photo-634027_ruEhnWeQx4.png,data/human_segmentation_kaggle/masks/ds8_pexels-photo-634027_ruEhnWeQx4.png
data/human_segmentation_kaggle/images/ds8_pexels-photo-206511.png,data/human_segmentation_kaggle/masks/ds8_pexels-photo-206511.png
data/human_segmentation_kaggle/images/ds6_pexels-photo-730056.png,data/human_segmentation_kaggle/masks/ds6_pexels-photo-730056.png
data/human_segmentation_kaggle/images/ds2_pexels-photo-794427.png,data/human_segmentation_kaggle/masks/ds2_pexels-photo-794427.png
data/human_segmentation_kaggle/images/ds8_pexels-photo-226647.png,data/human_segmentation_kaggle/masks/ds8_pexels-photo-226647.png
data/human_segmentation_kaggle/images/ds8_pexels-photo-323247.png,data/human_segmentation_kaggle/masks/ds8_pexels-photo-323247.png
data/human_segmentation_kaggle/images/ds11_pexels-photo-864078.png,data/human_segmentation_kaggle/masks/ds11_pexels-photo-864078.png
data/human_segmentation_kaggle/images/ds6_pexels-photo-264384.png,data/human_segmentation_kaggle/masks/ds6_pexels-photo-264384.png
data/human_segmentation_kaggle/images/ds6_colors-hairdresser-cutting-colorimetry-159689.png,data/human_segmentation_kaggle/masks/ds6_colors-hairdresser-cutting-colorimetry-159689.png
data/human_segmentation_kaggle/images/ds2_pexels-photo-789712.png,data/human_segmentation_kaggle/masks/ds2_pexels-photo-789712.png
data/human_segmentation_kaggle/images/ds1_girl-water-flowers-beauty-160673.png,data/human_segmentation_kaggle/masks/ds1_girl-water-flowers-beauty-160673.png
data/human_segmentation_kaggle/images/ds2_pexels-photo-371168.png,data/human_segmentation_kaggle/masks/ds2_pexels-photo-371168.png
data/human_segmentation_kaggle/images/ds6_pexels-photo-354976.png,data/human_segmentation_kaggle/masks/ds6_pexels-photo-354976.png
data/human_segmentation_kaggle/images/ds6_pexels-photo-755760.png,data/human_segmentation_kaggle/masks/ds6_pexels-photo-755760.png
data/human_segmentation_kaggle/images/ds6_pexels-photo-442542_NK0n2rDYBR.png,data/human_segmentation_kaggle/masks/ds6_pexels-photo-442542_NK0n2rDYBR.png
data/human_segmentation_kaggle/images/ds1_pexels-photo-135013.png,data/human_segmentation_kaggle/masks/ds1_pexels-photo-135013.png
data/human_segmentation_kaggle/images/ds8_girl-lake-dress-white-160598.png,data/human_segmentation_kaggle/masks/ds8_girl-lake-dress-white-160598.png
data/human_segmentation_kaggle/images/ds6_pexels-photo-785977.png,data/human_segmentation_kaggle/masks/ds6_pexels-photo-785977.png
data/human_segmentation_kaggle/images/ds8_pexels-photo-165168_upnyH6TCDV.png,data/human_segmentation_kaggle/masks/ds8_pexels-photo-165168_upnyH6TCDV.png
data/human_segmentation_kaggle/images/ds5_pexels-photo-211050.png,data/human_segmentation_kaggle/masks/ds5_pexels-photo-211050.png
data/human_segmentation_kaggle/images/ds6_pexels-photo-374639.png,data/human_segmentation_kaggle/masks/ds6_pexels-photo-374639.png
data/human_segmentation_kaggle/images/ds11_laughter-fun-happiness-boy-51009.png,data/human_segmentation_kaggle/masks/ds11_laughter-fun-happiness-boy-51009.png
data/human_segmentation_kaggle/images/ds2_pexels-photo-194087.png,data/human_segmentation_kaggle/masks/ds2_pexels-photo-194087.png
data/human_segmentation_kaggle/images/ds6_pexels-photo-356550.png,data/human_segmentation_kaggle/masks/ds6_pexels-photo-356550.png
data/human_segmentation_kaggle/images/ds8_pexels-photo-784155.png,data/human_segmentation_kaggle/masks/ds8_pexels-photo-784155.png
data/human_segmentation_kaggle/images/ds6_pexels-photo-206291.png,data/human_segmentation_kaggle/masks/ds6_pexels-photo-206291.png
data/human_segmentation_kaggle/images/ds8_pexels-photo-818805.png,data/human_segmentation_kaggle/masks/ds8_pexels-photo-818805.png
data/human_segmentation_kaggle/images/ds8_apples-woman-pretty-fall.png,data/human_segmentation_kaggle/masks/ds8_apples-woman-pretty-fall.png
data/human_segmentation_kaggle/images/ds6_pexels-photo-551568.png,data/human_segmentation_kaggle/masks/ds6_pexels-photo-551568.png
data/human_segmentation_kaggle/images/ds6_skydiving-jump-falling-parachuting-37656.png,data/human_segmentation_kaggle/masks/ds6_skydiving-jump-falling-parachuting-37656.png
data/human_segmentation_kaggle/images/ds11_pexels-photo-859194.png,data/human_segmentation_kaggle/masks/ds11_pexels-photo-859194.png
data/human_segmentation_kaggle/images/ds6_pexels-photo-227289.png,data/human_segmentation_kaggle/masks/ds6_pexels-photo-227289.png
data/human_segmentation_kaggle/images/ds6_pexels-photo-207775.png,data/human_segmentation_kaggle/masks/ds6_pexels-photo-207775.png
data/human_segmentation_kaggle/images/ds9_pexels-photo-871484.png,data/human_segmentation_kaggle/masks/ds9_pexels-photo-871484.png
data/human_segmentation_kaggle/images/ds7_pexels-photo-847421.png,data/human_segmentation_kaggle/masks/ds7_pexels-photo-847421.png
data/human_segmentation_kaggle/images/ds13_pexels-photo-206405.png,data/human_segmentation_kaggle/masks/ds13_pexels-photo-206405.png
data/human_segmentation_kaggle/images/ds6_pexels-photo-627764.png,data/human_segmentation_kaggle/masks/ds6_pexels-photo-627764.png
data/human_segmentation_kaggle/images/ds6_pexels-photo-724502.png,data/human_segmentation_kaggle/masks/ds6_pexels-photo-724502.png
data/human_segmentation_kaggle/images/ds2_pexels-photo-803103.png,data/human_segmentation_kaggle/masks/ds2_pexels-photo-803103.png
data/human_segmentation_kaggle/images/ds7_pexels-photo-460550.png,data/human_segmentation_kaggle/masks/ds7_pexels-photo-460550.png
data/human_segmentation_kaggle/images/ds8_pexels-photo-206357.png,data/human_segmentation_kaggle/masks/ds8_pexels-photo-206357.png
data/human_segmentation_kaggle/images/ds6_pexels-photo-325687.png,data/human_segmentation_kaggle/masks/ds6_pexels-photo-325687.png
data/human_segmentation_kaggle/images/ds2_pexels-photo-212290.png,data/human_segmentation_kaggle/masks/ds2_pexels-photo-212290.png
data/human_segmentation_kaggle/images/ds2_pexels-photo-638791.png,data/human_segmentation_kaggle/masks/ds2_pexels-photo-638791.png
data/human_segmentation_kaggle/images/ds4_pexels-photo-681638.png,data/human_segmentation_kaggle/masks/ds4_pexels-photo-681638.png
data/human_segmentation_kaggle/images/ds2_pexels-photo-274595.png,data/human_segmentation_kaggle/masks/ds2_pexels-photo-274595.png
data/human_segmentation_kaggle/images/ds2_pexels-photo-246490.png,data/human_segmentation_kaggle/masks/ds2_pexels-photo-246490.png
data/human_segmentation_kaggle/images/ds8_pexels-photo-210106.png,data/human_segmentation_kaggle/masks/ds8_pexels-photo-210106.png
data/human_segmentation_kaggle/images/ds8_model-fashion-attractive-female-39657.png,data/human_segmentation_kaggle/masks/ds8_model-fashion-attractive-female-39657.png
data/human_segmentation_kaggle/images/ds2_pexels-photo-416809.png,data/human_segmentation_kaggle/masks/ds2_pexels-photo-416809.png
data/human_segmentation_kaggle/images/ds8_pexels-photo-266007.png,data/human_segmentation_kaggle/masks/ds8_pexels-photo-266007.png
data/human_segmentation_kaggle/images/ds8_pexels-photo-206549.png,data/human_segmentation_kaggle/masks/ds8_pexels-photo-206549.png
data/human_segmentation_kaggle/images/ds6_pexels-photo-206269.png,data/human_segmentation_kaggle/masks/ds6_pexels-photo-206269.png
data/human_segmentation_kaggle/images/ds8_girl-cat-kitten-fashion.png,data/human_segmentation_kaggle/masks/ds8_girl-cat-kitten-fashion.png
data/human_segmentation_kaggle/images/ds8_pexels-photo-156937.png,data/human_segmentation_kaggle/masks/ds8_pexels-photo-156937.png
data/human_segmentation_kaggle/images/ds6_pexels-photo-761201.png,data/human_segmentation_kaggle/masks/ds6_pexels-photo-761201.png
data/human_segmentation_kaggle/images/ds7_pexels-photo-840663.png,data/human_segmentation_kaggle/masks/ds7_pexels-photo-840663.png
data/human_segmentation_kaggle/images/ds8_pexels-photo-586337.png,data/human_segmentation_kaggle/masks/ds8_pexels-photo-586337.png
data/human_segmentation_kaggle/images/ds6_pexels-photo-689372.png,data/human_segmentation_kaggle/masks/ds6_pexels-photo-689372.png
data/human_segmentation_kaggle/images/ds6_pexels-photo-235474.png,data/human_segmentation_kaggle/masks/ds6_pexels-photo-235474.png
data/human_segmentation_kaggle/images/ds8_pexels-photo-794913.png,data/human_segmentation_kaggle/masks/ds8_pexels-photo-794913.png
data/human_segmentation_kaggle/images/ds6_pexels-photo-432588.png,data/human_segmentation_kaggle/masks/ds6_pexels-photo-432588.png
data/human_segmentation_kaggle/images/ds8_pexels-photo-207772_aEgMrxjXyq.png,data/human_segmentation_kaggle/masks/ds8_pexels-photo-207772_aEgMrxjXyq.png
data/human_segmentation_kaggle/images/ds6_pexels-photo-711179.png,data/human_segmentation_kaggle/masks/ds6_pexels-photo-711179.png
data/human_segmentation_kaggle/images/ds8_girl-portrait-industrial-freedom-162603.png,data/human_segmentation_kaggle/masks/ds8_girl-portrait-industrial-freedom-162603.png
data/human_segmentation_kaggle/images/ds8_pexels-photo-206525.png,data/human_segmentation_kaggle/masks/ds8_pexels-photo-206525.png
data/human_segmentation_kaggle/images/ds8_pexels-photo-788750.png,data/human_segmentation_kaggle/masks/ds8_pexels-photo-788750.png
data/human_segmentation_kaggle/images/ds8_pexels-photo-713528.png,data/human_segmentation_kaggle/masks/ds8_pexels-photo-713528.png
data/human_segmentation_kaggle/images/ds6_pexels-photo-606586.png,data/human_segmentation_kaggle/masks/ds6_pexels-photo-606586.png
data/human_segmentation_kaggle/images/ds2_pexels-photo-694445.png,data/human_segmentation_kaggle/masks/ds2_pexels-photo-694445.png
data/human_segmentation_kaggle/images/ds8_pexels-photo-793541_yYJiVSkJAb.png,data/human_segmentation_kaggle/masks/ds8_pexels-photo-793541_yYJiVSkJAb.png
data/human_segmentation_kaggle/images/ds1_pexels-photo-355164.png,data/human_segmentation_kaggle/masks/ds1_pexels-photo-355164.png
data/human_segmentation_kaggle/images/ds8_pexels-photo-756560_1aYWmZaElC.png,data/human_segmentation_kaggle/masks/ds8_pexels-photo-756560_1aYWmZaElC.png
data/human_segmentation_kaggle/images/ds6_pexels-photo-207594.png,data/human_segmentation_kaggle/masks/ds6_pexels-photo-207594.png
data/human_segmentation_kaggle/images/ds6_pexels-photo-769768.png,data/human_segmentation_kaggle/masks/ds6_pexels-photo-769768.png
data/human_segmentation_kaggle/images/ds7_pexels-photo-842276.png,data/human_segmentation_kaggle/masks/ds7_pexels-photo-842276.png
data/human_segmentation_kaggle/images/ds8_pexels-photo-54202.png,data/human_segmentation_kaggle/masks/ds8_pexels-photo-54202.png
data/human_segmentation_kaggle/images/ds12_pexels-photo-274092.png,data/human_segmentation_kaggle/masks/ds12_pexels-photo-274092.png
data/human_segmentation_kaggle/images/ds6_pexels-photo-532280.png,data/human_segmentation_kaggle/masks/ds6_pexels-photo-532280.png
data/human_segmentation_kaggle/images/ds6_pexels-photo-352877.png,data/human_segmentation_kaggle/masks/ds6_pexels-photo-352877.png
data/human_segmentation_kaggle/images/ds6_pexels-photo-323180.png,data/human_segmentation_kaggle/masks/ds6_pexels-photo-323180.png
data/human_segmentation_kaggle/images/ds7_pexels-photo-709855.png,data/human_segmentation_kaggle/masks/ds7_pexels-photo-709855.png
data/human_segmentation_kaggle/images/ds6_pexels-photo-762041.png,data/human_segmentation_kaggle/masks/ds6_pexels-photo-762041.png
data/human_segmentation_kaggle/images/ds1_pexels-photo-415326.png,data/human_segmentation_kaggle/masks/ds1_pexels-photo-415326.png
data/human_segmentation_kaggle/images/ds6_pexels-photo-738910.png,data/human_segmentation_kaggle/masks/ds6_pexels-photo-738910.png
data/human_segmentation_kaggle/images/ds9_pexels-photo-865713.png,data/human_segmentation_kaggle/masks/ds9_pexels-photo-865713.png
data/human_segmentation_kaggle/images/ds2_pexels-photo-799255.png,data/human_segmentation_kaggle/masks/ds2_pexels-photo-799255.png
data/human_segmentation_kaggle/images/ds6_pexels-photo-694133.png,data/human_segmentation_kaggle/masks/ds6_pexels-photo-694133.png
data/human_segmentation_kaggle/images/ds8_pexels-photo-458477.png,data/human_segmentation_kaggle/masks/ds8_pexels-photo-458477.png
data/human_segmentation_kaggle/images/ds6_pexels-photo-775358.png,data/human_segmentation_kaggle/masks/ds6_pexels-photo-775358.png
data/human_segmentation_kaggle/images/ds4_pexels-photo-318378_KB90ev7XYD.png,data/human_segmentation_kaggle/masks/ds4_pexels-photo-318378_KB90ev7XYD.png
data/human_segmentation_kaggle/images/ds7_pexels-photo-806627.png,data/human_segmentation_kaggle/masks/ds7_pexels-photo-806627.png
data/human_segmentation_kaggle/images/ds8_pexels-photo-795988_d1FXT2reWD.png,data/human_segmentation_kaggle/masks/ds8_pexels-photo-795988_d1FXT2reWD.png
data/human_segmentation_kaggle/images/ds7_pexels-photo-842293.png,data/human_segmentation_kaggle/masks/ds7_pexels-photo-842293.png
data/human_segmentation_kaggle/images/ds6_pexels-photo-555787.png,data/human_segmentation_kaggle/masks/ds6_pexels-photo-555787.png
data/human_segmentation_kaggle/images/ds6_pexels-photo-209906.png,data/human_segmentation_kaggle/masks/ds6_pexels-photo-209906.png
data/human_segmentation_kaggle/images/ds6_pexels-photo-245388.png,data/human_segmentation_kaggle/masks/ds6_pexels-photo-245388.png
data/human_segmentation_kaggle/images/ds8_author-jewellery-lipstick-eyelashes.png,data/human_segmentation_kaggle/masks/ds8_author-jewellery-lipstick-eyelashes.png
data/human_segmentation_kaggle/images/ds6_girl-wild-water-rock-160440.png,data/human_segmentation_kaggle/masks/ds6_girl-wild-water-rock-160440.png
data/human_segmentation_kaggle/images/ds8_pexels-photo-792695.png,data/human_segmentation_kaggle/masks/ds8_pexels-photo-792695.png
data/human_segmentation_kaggle/images/ds8_pexels-photo-821384.png,data/human_segmentation_kaggle/masks/ds8_pexels-photo-821384.png
data/human_segmentation_kaggle/images/ds6_pexels-photo-93140.png,data/human_segmentation_kaggle/masks/ds6_pexels-photo-93140.png
data/human_segmentation_kaggle/images/ds8_pexels-photo-320005.png,data/human_segmentation_kaggle/masks/ds8_pexels-photo-320005.png
data/human_segmentation_kaggle/images/ds6_pexels-photo-738912.png,data/human_segmentation_kaggle/masks/ds6_pexels-photo-738912.png
data/human_segmentation_kaggle/images/ds6_pexels-photo-618670.png,data/human_segmentation_kaggle/masks/ds6_pexels-photo-618670.png
data/human_segmentation_kaggle/images/ds8_pexels-photo-788732_iBagnmCQbT.png,data/human_segmentation_kaggle/masks/ds8_pexels-photo-788732_iBagnmCQbT.png
data/human_segmentation_kaggle/images/ds2_pexels-photo-185480.png,data/human_segmentation_kaggle/masks/ds2_pexels-photo-185480.png
data/human_segmentation_kaggle/images/ds8_pexels-photo-709866.png,data/human_segmentation_kaggle/masks/ds8_pexels-photo-709866.png
data/human_segmentation_kaggle/images/ds1_pexels-photo-576801.png,data/human_segmentation_kaggle/masks/ds1_pexels-photo-576801.png
data/human_segmentation_kaggle/images/ds2_pexels-photo-355036.png,data/human_segmentation_kaggle/masks/ds2_pexels-photo-355036.png
data/human_segmentation_kaggle/images/ds7_pexels-photo-842569.png,data/human_segmentation_kaggle/masks/ds7_pexels-photo-842569.png
data/human_segmentation_kaggle/images/ds8_pexels-photo-205793.png,data/human_segmentation_kaggle/masks/ds8_pexels-photo-205793.png
data/human_segmentation_kaggle/images/ds8_pexels-photo-751234.png,data/human_segmentation_kaggle/masks/ds8_pexels-photo-751234.png
data/human_segmentation_kaggle/images/ds8_hat-bikini-model-lips.png,data/human_segmentation_kaggle/masks/ds8_hat-bikini-model-lips.png
data/human_segmentation_kaggle/images/ds6_pexels-photo-605208.png,data/human_segmentation_kaggle/masks/ds6_pexels-photo-605208.png
data/human_segmentation_kaggle/images/ds8_pexels-photo-823816_5J2EIE71aq.png,data/human_segmentation_kaggle/masks/ds8_pexels-photo-823816_5J2EIE71aq.png
data/human_segmentation_kaggle/images/ds8_pexels-photo-264165.png,data/human_segmentation_kaggle/masks/ds8_pexels-photo-264165.png
data/human_segmentation_kaggle/images/ds1_woman-happiness-sunrise-silhouette-40192.png,data/human_segmentation_kaggle/masks/ds1_woman-happiness-sunrise-silhouette-40192.png
data/human_segmentation_kaggle/images/ds6_pexels-photo-432497.png,data/human_segmentation_kaggle/masks/ds6_pexels-photo-432497.png
data/human_segmentation_kaggle/images/ds8_pexels-photo-269075.png,data/human_segmentation_kaggle/masks/ds8_pexels-photo-269075.png
data/human_segmentation_kaggle/images/ds8_pexels-photo-819844_IrQ5PwY1h9.png,data/human_segmentation_kaggle/masks/ds8_pexels-photo-819844_IrQ5PwY1h9.png
data/human_segmentation_kaggle/images/ds6_pexels-photo-698547.png,data/human_segmentation_kaggle/masks/ds6_pexels-photo-698547.png
data/human_segmentation_kaggle/images/ds6_grassland-portrait-college-students-young-woman-157934.png,data/human_segmentation_kaggle/masks/ds6_grassland-portrait-college-students-young-woman-157934.png
data/human_segmentation_kaggle/images/ds8_pexels-photo-843519.png,data/human_segmentation_kaggle/masks/ds8_pexels-photo-843519.png
data/human_segmentation_kaggle/images/ds11_pexels-photo-860645.png,data/human_segmentation_kaggle/masks/ds11_pexels-photo-860645.png
data/human_segmentation_kaggle/images/ds6_pexels-photo-819105.png,data/human_segmentation_kaggle/masks/ds6_pexels-photo-819105.png
data/human_segmentation_kaggle/images/ds1_pexels-photo-302083.png,data/human_segmentation_kaggle/masks/ds1_pexels-photo-302083.png
data/human_segmentation_kaggle/images/ds6_pexels-photo-582039.png,data/human_segmentation_kaggle/masks/ds6_pexels-photo-582039.png
data/human_segmentation_kaggle/images/ds9_pexels-photo-884418.png,data/human_segmentation_kaggle/masks/ds9_pexels-photo-884418.png
data/human_segmentation_kaggle/images/ds13_pexels-photo-796589.png,data/human_segmentation_kaggle/masks/ds13_pexels-photo-796589.png
data/human_segmentation_kaggle/images/ds6_pexels-photo-816031.png,data/human_segmentation_kaggle/masks/ds6_pexels-photo-816031.png
data/human_segmentation_kaggle/images/ds8_women-young-gorgeous-lying-47362.png,data/human_segmentation_kaggle/masks/ds8_women-young-gorgeous-lying-47362.png
data/human_segmentation_kaggle/images/ds2_pexels-photo-412840.png,data/human_segmentation_kaggle/masks/ds2_pexels-photo-412840.png
data/human_segmentation_kaggle/images/ds6_pexels-photo-397155.png,data/human_segmentation_kaggle/masks/ds6_pexels-photo-397155.png
data/human_segmentation_kaggle/images/ds1_pexels-photo-274645.png,data/human_segmentation_kaggle/masks/ds1_pexels-photo-274645.png
data/human_segmentation_kaggle/images/ds6_pexels-photo-735308.png,data/human_segmentation_kaggle/masks/ds6_pexels-photo-735308.png
data/human_segmentation_kaggle/images/ds8_pexels-photo-786116.png,data/human_segmentation_kaggle/masks/ds8_pexels-photo-786116.png
data/human_segmentation_kaggle/images/ds8_woman-tibet-indigenous-39029.png,data/human_segmentation_kaggle/masks/ds8_woman-tibet-indigenous-39029.png
data/human_segmentation_kaggle/images/ds8_pexels-photo-300945.png,data/human_segmentation_kaggle/masks/ds8_pexels-photo-300945.png
data/human_segmentation_kaggle/images/ds8_pexels-photo-353275.png,data/human_segmentation_kaggle/masks/ds8_pexels-photo-353275.png
data/human_segmentation_kaggle/images/ds8_pexels-photo-704267.png,data/human_segmentation_kaggle/masks/ds8_pexels-photo-704267.png
data/human_segmentation_kaggle/images/ds7_pexels-photo-358057.png,data/human_segmentation_kaggle/masks/ds7_pexels-photo-358057.png
data/human_segmentation_kaggle/images/ds5_pexels-photo-211757.png,data/human_segmentation_kaggle/masks/ds5_pexels-photo-211757.png
data/human_segmentation_kaggle/images/ds7_pexels-photo-834863.png,data/human_segmentation_kaggle/masks/ds7_pexels-photo-834863.png
